,paper_id,type,title,authors,doi,isbn,copyright,keywords,pages,id,source,date,abstract,disciplines,publisher
733,321266,,Modern Bottom-Hole Assemblies For Mid-Continent Drilling,G.M. Purswell(Drilco Oil Tools Inc.),,,,,,API-67-075,"Drilling and Production Practice, 1 January, New York, New York",1967,"In recent years bottom-hole assemblies of special design and configuration have enjoyed wide usage in the Mid-Continent region The assemblies are primarily composed of square drill collars, Circle C stabilizer sections, and integral-blade stabilizer sections In the southern portion of the Mid-Continent region, the assemblies are used predominantly to combat crooked-hole problems Used in the northern portion, the tools are utilized predominantly to stabilize rock bits. Throughout the Mid-Continent region, usage and Variation of the components of the bottom-hole assemblies have resulted in well-bore deviations being maintained within desired limits, greater penetration rates, and longer bit life.INTRODUCTIONIn the central and southern portions of the Mid- Continent region, perhaps the most critical drilling problem encountered is that of crooked hole Numerous techniques have been used in an effort to overcome the crooked-hole problem. These techniques include the use of conventional reamers and stabilizers to form a semi-packed hole assembly and/or application of the pendulum technique The semi-packed hole assembly has been successful to the degree of controlling hole deviation within the desired limits However, penetration rate has suffered as a result of the reduced bit loading required for deviation control The semi-packed hole assembly is also conducive to forming severe dog-legs In formations having steep dips, cross faults, and beds of variable drillability.A more recent approach to the problem of crooked-hole drilling is the use of the full-packed hole assemblies These assemblies are composed of square sections, machined to 1/10-in of nominal hole-size diameter, viz, the square drill collar and supporting tools.Through the use of full-packed hole assemblies, it has been possible to obtain near-optimum penetration rates with a minimum rate of change in hole angle and/or dog-legsFor the purpose of clarity, it is prudent to define the intended meaning of three terms used repeatedly In this paperSemi-packed Bottom-hole Assembly Refers to a configuration of tools with a relatively low degree of rigidity and wall-bearing surfacesPacked Bottom-hole Assembly Refers to a configuration of tools with relatively an intermediate degree of rigidity and wall-bearing surfacesFull-packed Bottom-hole Assembly Refers to a configuration of tools with relatively a high degree of rigidity and wall-bearing surfacesIn the northern portion of the Mid-Continent region, crooked hole is not a severe problem Bedding planes are generally approaching the horizontal with folding and faulting at a minimum Except in isolated situations generally speaking, drilling problems are reduced to making hole at a faster rateThe most recent approach to increasing penetration rate, where near-optimum bit loading can consistently be applied, has been through the use of a bit-stabilization programNumerous configurations of the semi-packed and packed bottom-hole assemblies are applicable to bit stabilization One of the more adaptable configurations uses the integral-blade stabilizer immediately above the bit with string integral-blade stabilizer section spaced 15 and 45 ft up the string A second configuration is the Circle C stabilizer assembly.Results from bit-stabilization programs conducted in the northern portions of the Mid-Continent region indicate a considerable increase in penetration rate and bit lifeThis paper will present comparative data and results obtained from packed and full-packed hole assemblies used in drilling the crooked-hole areas, and results of bit-stabilization",,American Petroleum Institute
734,321267,,Some Current Rock-Mechanics Research Related To Oil-Well Research,K.E. Gray(University of Texas),,,,,,API-67-082,"Drilling and Production Practice, 1 January, New York, New York",1967,"ABSRTACTSome highlights of recent and current basic rock-mechanics research pertinent to the drilling problem are discussed Results clearly show the complex nature of rocks and rock behavior, the local and short-term nature of the phenomena at and near a drilling bit, and the potential usefulness of such basic research results to the drilling problem Specifically, Items of discussion includepressure gradient below a drilling bit and penetration rate,formation damage during drilling, effective stress and rock behavior below a single bit tooth, anddirectional strength of rock and implication with regard to hole deviationIt is concluded that rocks and rock behavior are very complex but that basic research into the nature of rock and its interaction with a bit under dynamic, down-hole conditions is essential to an understanding of the drilling process and, therefore, to any systematic approach to improvements in drilling.INTRODUCTIONThe oil industry spends large sums of money each year for drilling operations, and drilling research aimed at reducing footage costs has been carried out by various organizations for years. Substantial improvements in hardware and techniques have been made, yet the rotary-drilling process remains substantially unchanged since its introduction in the Spindletop Field at the dawn of this century A good deal of study has been devoted to various aspects of the drilling problem and much has been learned Still, realistic analytical treatment of drilling at depth remains to be accomplished, partly because there are so many factors involved and because valid simulation of actual subsurface conditions is extremely difficultResearch into the drilling problem has ranged from an applied to a very basic approach Thus, one may experiment directly to develop improved equipment and/or techniques which result in decreased drilling footage costs Such a rig-floor approach has, in many cases, produced very substantial gains On the other hand, one may argue that significant improvements in the drilling process could perhaps be forth coming if the process were fully understood That is, changes in current equipment and/or practices should be based upon a basic understanding of the complex and interrelated short-tell events which occur at and near the bit during drillingSuch a basic approach - the nature of rock and itsbehavior under simulated down-hole conditions - was the underlying philosophy by which, in 1959, Dr Carl Gatlin initiated a drilling and rock-mechanics research program in the Department of Petroleum Engineering at the University of Texas A portion of the work was supported by an API Grant-in-aid during 1960, and in 1961 the research program achieved project status (API Project 67E) During the past 3 years the program has been expanded, and today 12 interrelated drilling and rock-mechanics projects are wholly or substantially supported under API Project 67EA basic research program is usually a long-term, expensive process Basic research related to drilling is indeed time-consuming and costly.",,American Petroleum Institute
735,321268,,Two Years of Operation with a Hydraulic Power-water System,Frederic C. Crosby(Long Beach Oil Development Co.),,,,,,API-67-181,"Drilling and Production Practice, 1 January, New York, New York",1967,"Two years of experience with hydraulic power-water systems has indicated operating costs of these systems is significantly higher than other comparable lifting methods. Two major reasons for this are abnormal power-water losses and high-solids content of the circulating power water. These problems are being dealt with; and, in the near future, it is expected that costs can be substantially reduced.INTRODUCTIONIn 1964 Long Beach Oil Development Company, as operator for the City of Long Beach under a 25-year contract, opened a new parcel of the Wilmington Field to develop non-unit production. Producing by means of a hydraulic power-water system, as shown in Fig. 1, was initiated on Pier G in September 1964. A year later a second system was in operation on Pier J . It is the purpose of this paper to acquaint the reader with:the considerations which resulted in the decision to produce both Pier G and Pier ''a wells by this means;, a description of the power-water flow through the systems;, the surface plant installation costs and those of the subsurface equipment;, the direct costs of operation and maintenance through October 1966 and problems encountered with the systems; and, finally,, the approaches to potential areas of cost reduction.SELECTION OF A HYDRAULIC POWER-WATER SYSTEMLong Beach Oil Development Company had operated a closed-power oil hydraulic-pumping system since 1952. Experience during those 12 years indicated this type of system was as economical to operate and maintain as other lifting systems and, therefore, would be an ideal one for Piers G and J .Water was selected as the power fluid on the basis of lower capital investment. If crude oil were used, pipelines would have to be laid to Piers G and J because the oil produced from these piers would be low-gravity and unsuitable as a power fluid. Also, additional facilities for retention and cleaning the power oil would have to be constructed. Other considerations, such as safety from fire hazards and less potential damage from surface leaks, were also involved.A controlling condition in the selection of pumping equipment was the desire of the City of Long Beach to carry out a policy of keeping all pumping units below ground level in this general area. This policy immediately removed all rod-pumping equipment from consideration. of limited experience, and this experience indicated that operation and maintenance would be more expensive than hydraulic pumping at the anticipated well rates.THE PHYSICAL SYSTEMSPower water (lease fresh water) starts from a 500-bbl galvanized uncoated circulating tank. Because of wellhead and down-hole leakage, makeup water is added to the circulating tank through a felt cartridge filter. A water lubricant is added to the circulating tank in proportion to the makeup water to maintain the lubricity.",,American Petroleum Institute
736,321269,,Deep Submersible Pumping - Sussex Tensleep Reservoirs,R.S. Moore(Continental Oil Co.),,,,,,API-67-185,"Drilling and Production Practice, 1 January, New York, New York",1967,"Electric submersible pumping units are being used to lift in excess of 2,000 BLPD from 9,000 ft in the Sussex Unit, Johnson County, Wyoming The first submersible installation was made August 20, 1963 in Sussex Tensleep B Well 109 This installation was designed to pump approximately 1,400 B/D from a pump setting depth of 8,532 ft Since that time 8 other submersible pumps, ranging In capacity from 600 to 3,000 B/D, have been installed in the Sussex unit This paper presents the performance, economics, and problems associated with this mode of artificia1 lift from depths of this magnitude Some solutions to these operating problems are presentedINTRODUCTIONElectric submersible pumps are being utilize in the Tensleep A and B reservoirs of the Susses Unit Wells in these reservoirs were originally completed with7-in casing and the majority were perforated completions This fact--coupled with the low producing GOR, low-solids-content of the produced fluid, mild scaling tendencies of the fluid, and high productivities-made possible the use of electric submersibles as a means of high-capacity withdrawal However, because of the fairly high bottom-hole temperatures-approximately 200 F-and the horsepower necessary to lift the desired rates, there have been considerable operational problemsRESERVOIR PARAMETERSThe Tensleep formation is of Pennsylvanian age and is found at an average depth of 9,100 ft in the Sussex Unit The formation is a fine- to medium-grained dolomitic sandstone, with streaks of hard dolomite throughout Average net pay thicknesses are 42 ft for the A reservoir and 103 ft for the B Average porosities for the two reservoirs are 11 5 and 11 4 percent, respectively. Permeabilities through the section vary from less than 1 to 1,592 md, with a weighted average of 55 md for the A and 68 md for the B Both reservoirs are faulted anticlines with the major axis of each trending in an east-west direction Fig 1 and 2 are structure maps of the Susses Tensleep A and By' reservoirs, contoured on top of the Tensleep formation.DISCUSSION OF IMPORTANT EVENTSThe initial Tensleep discovery was made in June 1951 with the completion of Susses Tensleep A Well 59, for a potentla1 of 1,200 BOPD per day flowing Development of these reservoirs did not commence until the latter part of 1953 For the most part, development has been on 40-acre spacingThe reservoirs were highly undersaturated, as the original reservoir pressures of the Tensleep A and B reservoirs were 4,223 and 4,190 psig and bubble-point pressures of the crude are 83 and 110 psi, respectively The primary producing mechanisms of the Tensleep A reservoir were liquid and rock expansion, coupled with a mild water drive from the north The primary producing mechanism of the B reservoir was predominantly liquid and rock expansionTo offset the rapidly declining reservoir pressure and producing rate, a peripheral-type waterflood was initiated in the Tensleep B reservoir in February 1958 Injection was through 2 wells-No 122 and 133-at an average rate of 3,700 B/D In the ensuing years, to 1963, five additional wells were converted and injection facilities enlarged. By 1965, total reservoir water-injection rates had gradually increased to an average of 14,700 B/D In May 1966 new facilities, capable of injection rates to 22,000 B/D, were completed and are current1y operating at maximum capacityAlthough pressure in the Tensleep A reservoir had not declined as rapidly as in Tensleep B , an edge-water injection program was implemented in August 1958 to supplement the limited natural water encroachment Water injection was through one well",,American Petroleum Institute
737,321270,,Divers Working at 200 Ft-six Days Off,O.E. Stoner,,,,,,API-67-196,"Drilling and Production Practice, 1 January, New York, New York",1967,"The salvaging of two deep-water production platforms that were severely damaged during Hurricane Betsy required all work to be performed below water, and a major portion at water depths greater than 200 ft During the salvage operation the prolonged-submergence system of diving was used to provide the maximum number of diving hours each clayThis paper describes this system of diving as used during the salvaging of the platforms Statistics on the diving operation and a comparison of cost with surface diving technique is includedThe first use of the prolonged-submergence diving system in the Gulf of Mexico, which was the second commercial application of the technique, proved satisfactory and may have additional use in the oil industryINTRODUCTIONDiving operations on air have been standardized as to time-on-bottom, decompression time required, and many other factors However, when mixed-gas such as helium-oxygen is used there apparently are no standards established and diving companies vary as to the diver time-on-bottom that may be used. As a result it is difficult to compare various diving methods Because diving time on air is standardized, any reference in this paper to surface diving assumes air is being used by the surface diverIn September 1965, Hurricane Betsy caused major damage to several offshore structures that were in the path of the storm Gulf Oil Corporation's two production platforms in West Delta Block 117 were within the storm's path and were severely damaged Both platforms were installed in approximately 210 ft of water with dual-completed wells on production but closed in at the surface just prior to the storm Fig 1 shows the type of Gulf platform that was damaged This structure is an 8-pile design with 33-in battered legs and 30-in pillng The straight-leg deck section 1s attached above the water line and the main deck is approximately 50 ft above mean water levelFollowing the storm, an aerial inspection disclosed that the deck section at A platform was missing and some of the wells were leaking through the storm chokes installed at time of completion The B platform was completely missing Divers were sent to survey the damage and it was disclosed that the A platform jacket section was bent at an 11-deg angle from the mud line with cross-members and bracing in the upper 50 ft broken and sheared off After locating the B platform, the shallowest part was found to be 82 ft below water The deck section was missing and the jacket was turned over on its side at a 70-deg angle Surface divers were used in the operation of killing the leaking wells and making the detailed inspection of the condition of the platforms It was decided that it would be economically impractical to repair the damaged platforms so the wells were plugged and the platforms salvaged The job required all work to be performed below water with much of the work at depths of 200 ft or more",,American Petroleum Institute
738,321271,,Incompatible Waters Made Compatible - A Case History,W.R. Bass(Chevron Oil Co. and Rangely Colo)|R.W. Danielson(Chevron Oil Co. and Rangely Colo),,,,,,API-67-201,"Drilling and Production Practice, 1 January, New York, New York",1967,"This paper summarizes the engineering approach that was used to make incompatible waters both compatible and economical for injection in the Rangely Weber Sand Unit waterflood incompatibility problems resulted from mixing White River water (fresh) and produced Weber water (brine). The incompatibility problems encountered by missing these waters are described For interpretation purposes the term incompatibility, as used In this paper, is defined as all the physical, chemical, and bacteriological problems which occurred as a result of mixing these waters.Preliminary investigations made to outline the problems were followed by an extensive field study before selecting the water-treating process The results of these studies are presented A detailed description and flow diagram of the chemical process used to make the fresh and brine waters compatible are given The purpose and application of each major equipment itern, and the chemicals used, are discussed The chemistry of the process is outlinedData on the quality of injection water following treatment and a detailed breakdown on chemical costs are presented An outline of the routine laboratory tests performed to monitor the water-treating operation is includedINTRODUCTIONWaterflood operations today account for more and more of the oil production in the United States This will increase the need for more source waters, and the necessity for disposal of equally large volumes of produced water To develop the required volumes of injection water the industry must consider water compatibilities The philosophy among many oil companies today, regarding the handling of dissimilar waters for injection purposes, IS to maintain segregated systems, keeping brine waters particularly in a closed system This philosophy assumes that the mixing dissimilar waters results in incompatibility problems that cannot be economically overcome.In many instances the mixing of dissimilar waters will result in unstable mixtures However, this does not mean that these waters cannot be economically handled It is important to study in detail, from the standpoints of capital investment and operating costs, the methods or processes that could be economically used to make incompatible waters compatibleENGINEERING STUDIESFollowing unitization of the Rangely Field, engineering studies were initiated to determine sources of water which would satisfy the ultimate requirements of the proposed waterflood program These studies indicated that the White River, together with ever-increasing volumes of produced Weber water, would provide an adequate supply of water for this long-term waterflood project. It was also concluded in these studies that the two waters were incompatible when mixed.A complete engineering study was then made to evaluate the quality of the two available source waters to determine what incompatibilities exist when the waters are mixed, and to outline methods of handling and conditioning the water so there will be a minimum of problems The necessary investigations and analyses, which formed the basis for the study, were performed on location in the Rangely Field The two waters, and mixtures of the waters, were examined under actual field conditions All analyses were performed according to standardized procedures, and bacteria were cultured according to API methods",,American Petroleum Institute
739,321272,,Distribution of propping Agent in vertical Fractures,R.E. Babcock(University of Arkansas Fayetteville)|C.L. Prokop(Humble Oil and Refining Co.)|R.O. Kehle(Humble Oil and Refining Co.),,,,,,API-67-207,"Drilling and Production Practice, 1 January, New York, New York",1967,"An experimental study has been made of the distribution of propping agents in vertical fractures The results indicate that propping-agent distribution may be described by two parameters equilibrium velocity, which represents the velocity necessary to maintain the propping agents suspended in the fracturing fluid, and the bank-buildup constant, which describes the rate of propping-agent deposition when the velocity is below the equilibrium velocity Correlations are presented for these two parameters, and their use for treatment design calculations is discussedINTRODUCTIONSince the first commercial hydraulic-fracturing treatment in 1949, considerable research and engineering effort has gone into attempts to increase the effectiveness of these treatments The results of this work have been reflected in trends reported by Hassebroek and Waters1Average injection rate has increased from 3 5 bbl/min In 1950 to 21 6 bbl/min in 1963 The use of aqueous-base fracturing fluids has increased rapidly in recent years, and they are now being used more often than oil-base fluids The additives used to obtain specific fluid properties have become numerous Propping-agent concentration has remained relatively constant at approximately 10 Ib/gal of fluid injected The current trend is, however, to considerably higher concentrations he most popular propping agent is 20-40 U S mesh sand, though other propping agents are being used, such as glass beads and ground walnut hulls It is generally assumed that only the propped-fracture area remains open to flow after the hydraulic pressure is released In spite of the obvious importance of knowing the factors that control the placement of propping particles in a fracture, little that has been published oil this subject is applicable to vertical fractures2,3,4This is a serious limitation, because with few exceptions temperature surveys and impression packers show that most induced fractures are verticalDistribution of Propping Agents and Well ProductivityThe purpose of a conventional frac treatment is to generate a large area available to reservoir fluids for flow into the wellbore The surfaces of this area must be propped apart so as to maintain a channel of much greater permeability than the formation itself5The optimum propping-agent distribution, therefore, is one that offers the greatest fracture permeability while possessing sufficient strength to prevent healing through particle crushing or embedment into the formation in general this must be accomplished by one of two types of distribution considered to occur in conventional treatments partial monolayers or packed multilayersAs we envision a partial monolayer, the fracture is propped by more or less evenly spaced, single particles distributed throughout the entire fracture area6This type of distribution gives a very high fracture permeability However, our studies show that, to achieve a partial monolayer distribution, careful consideration must be given to fluid viscosity, particle size and density, and pump rate Commonly, it is not feasible to perform a fracturing treatment in such a way that a partial monolayer distribution results, and a packed multilayer is formed instead.",,American Petroleum Institute
740,321273,,A Method for Viscous- Oil Recovery,M. Felsenthal(Continental Oil Company Ponca City Okla)|H.H. Ferrel(Continental Oil Company Ponca City Okla),,,,,,API-67-218,"Drilling and Production Practice, 1 January, New York, New York",1967,"This paper describes laboratory tests on consolidated sandstone slabs containing 550-cp oil Results showed that waterflooding, combined with gas injection and pattern rotation, brought about favorable oil-recovery efficiencyVISCOUS OIL CAN BE DISPLACED BY FLUID INJECTIONSweep efficiency is notoriously low in viscous-oil reservoirs because the displacing fluid tends to finger from the injection well to the producing well The thought occurred to take advantage of this phenomenon by rotating the pattern so that the finger serves as a manifold for the injection fluid in the later life of the flood.Pattern rotation is an old idea and, if practiced in thelatelife of a waterflood, is almost always unsuccessful The method used in this study is, in effect, a new twist on an old idea The method combinesearlypattern rotation with gas injection prior to waterfloodingFig 1 illustrates the basic idea Each 5-spot may be considered to contain a number of identical pattern elements The enlarged view of these elements in the upper half of Fig 1 illustrates how the flow direction changes as the flood progresses In the first part of the flood a finger is created Later, in the second part, the flow direction is sharply reversed and the Initial finger serves as a manifold for the new injection Finally, in the third part of the flood, still another direction is added In our work on 550-cp oil it was found that, if inert gas was injected In the first part of the displacement process and if this was followed by pattern rotation and waterflooding, 20 to 30 percent more oil was (Fig 1 and Fig 2 are available in full paper) recovered from sandstone slabs than by normal 5-spot waterfloods Converting laboratory data directly to field data indicated that about one extra barrel of oil was produced for each 3,000 to 3,500 scf of gas injected This indicates a favorable oil-recovery efficiency of probable economic interest The idea should be explored further with a field test.WHAT WAS DONEA Berea sandstone slab was drilled up as a miniature 5-spot, as shown in Fig 2 The slab was saturated with 50,000 ppm NaCI brine and then reduced to an irreducible water saturation by flooding with a refined 550-cp oil Permeability to oil was measured at this point. Table 1 gives pertinent properties of the test media used The table also summarizes oil recovery. It may be seen at a glance thatNormal waterfloods were reasonably reproducible.Rotated waterfloods yielded about the same recoveries as unrotated floodsRotated water and gas combination floods yielded higher recoveries than unrotated waterfloods.The gas used in the experiments was nitrogen Injection pressures for either gas or water were 300 psig Outlet pressures equaled zero psigWHAT WAS OBSERVEDTable 1 and Fig 3 summarize results of the laboratory pattern floods It may be noted that best results were obtained in slabs No 11 and 12 where gas was injected first, followed by waterflood and pattern rotation",,American Petroleum Institute
741,321274,,Parasite Tubing Method of Aeration,J.W. Murray(Tenneco Oil Company),,,,,,API-68-022,"Drilling and Production Practice, 1 January, New York, New York",1968,"A parasite tubing method of aerating mud was developed for reduction of hydrostatic pressure to avoid lost circulation and reduce drilling costs in southwestern Utah. This pressure-reduction method completely eliminated the lost-circulation problem, and drilling costs were substantially reduced. The method consists of attaching tubing to intermediate casing with prefabricated clamps and injecting air down the tubing into the casing-drill-pipe annulus. The parasite tubing setting depth is determined by the maximum pressure reduction anticipated to avoid lost circulation. The total pressure reduction being used is a function of tubing depth, air/mud ratio, and mud weight. Since lost circulation was eliminated, emphasis is being placed upon improving other drilling-control factors resulting in minimum-cost drilling. The parasite tubing method of aerating mud has proved to have application in other lost-circulation areas.INTRODUCTIONThe lost-circulation problems in the Upper Valley Field, Garfield County, Utah have been solved, and drilling costs of 6,900-ft wells have been reduced more than $100,000 per well.The first five wells in the Upper Valley Field were plagued with lost-circulation intervals, and numerous attempts were made to solve this drilling problem. Mud with high concentrations of lost-circulation material, conventional aerated mud (down-drill-pipe method), air-mist, and stiff foam were all tried unsuccessfully.Earlier studies indicated a definite correlation between surface elevation and the severity of the lost-circulation problem. It was noted that the fastest and lowest cost well of the first five drilled was the No. 1, in which conventional mud was used with only minor mud losses. This well was drilled at the lowest surface elevation. Consequently, effort was made to develop a technique that would allow drilling the higher-elevation wells under the same or slightly less circulating pressure condition as the No. 1. However, the technique developed must not have the inherent disadvantages of the conventional aeration methods which had already been tested.The parasite tubing method was developed, tested, and used successfully on two wells-Upper Valley No. 7 and No. 8. This report is a detailed discussion of the design considerations, equipment requirements, operating procedures, and results of field testing.This method may have application in other areas which have severe lost circulation, especially in the Rocky Mountains. Areas which have been passed over because of severe lost-circulation problems might now be economically explored with this technique.DESIGN CONSIDERATIONStatic fluid levels measured in the first five Upper Valley Field wells during periods of lost circulation averaged 1,000 ft from the surface. In designing the parasite string, it was necessary to consider the possible fluid level and inject the air at some point sufficiently below this level to achieve the desired pressure reduction.The major lost-circulation interval was in the Navajo formation at a depth of approximately 3,000 ft. Fluid-level measurements indicated that this formation would break down if the circulating pressure gradient exceeded 0.35 psi/ft. Consequently, the point of injection and the air/mud ratio were designed for a maximum circulating pressure of 1,000 psi at 3,000 ft.Two-phase vertical flowing pressure gradient curves for mud and air were not available. However, two-phase gas-lift curves' used in production calculations were available and could be reasonably applied to a mud-air system in a drilling annulus.",,American Petroleum Institute
742,321275,,Stress Capabilities Improved by Resilient Cement,L. Gregory Carter(Halliburton Services Div. Of Halliburton Co.)|Knox A. Slagle(Halliburton Services Div. Of Halliburton Co.)|Dwight K. Smith(Halliburton Services Div. Of Halliburton Co.),,,,,,API-68-029,"Drilling and Production Practice, 1 January, New York, New York",1968,"Possible perforating damage to casing and cement in production zones has indicated the desirability of improving the casing-cementing materials. Problems generally encountered may be casing splitting and cement fracturing as a result of using either too large a charge of explosives or an excessive number of shots per interval. This paper presents a new type of cementing composition containing synthetic fibers which helps eliminate damage to either the casing or cement, minimizing channeling between zones. In addition, its properties should provide a more satisfactory cement in areas where high-pressure fracturing may create unduly high cement-sheath stresses. The importance of improving cementing characteristics to overcome the detrimental effects of perforating under some conditions is shown by laboratory data. Field case histories exist from several troublesome areas of the country to help establish the successful application of this material in decreasing damage to either casing or cement, and reducing communication between relatively close-spaced zones.INTRODUCTIONAs completion practices become more complex, the need for better cementing materials to withstand the forces created by either perforating or fracturing has become more and more evident. This is especially true in primary completions, because of the different formation conditions being encountered and the need to reduce remedial cementing operations. These problem conditions may range from extremely long producing intervals to close producing horizons where isolation between zones is essential to achievement of a successful cementing job.Most of the techniques recommended in the past to improve primary completions have dealt mainly with either displacement rates for better mud removal or methods to improve cement bonding by both mechanical and chemical means. These techniques should not be disregarded, because they are still highly important in designing well-completion programs. However, very little investigation has been made in the area of improving the mechanical properties of the set cement.The use of synthetic fibers1 in the cement is very unique, because it not only results in increased strength but also improves the resiliency characteristics of the cement. This allows higher stress levels to be imposed, because the fibers act as small reinforcing rods to transmit the load more evenly throughout the cement in the same manner that steel improves this property in concrete. Primary purpose of the fibers in a cementing composition is to increase the impact and shatter resistance of the set material when it is subjected to perforation, because the blast forces produce shock and vibration which may be capable of damaging the cement. Another situation where shock and vibration occur is during drilling operations, particularly on the bottom joints when drilling out the shoe. Therefore, the possibility of using fiber-reinforced cementing compositions to overcome these stresses may be highly desirable.An additional benefit of the fiber-reinforced cement results from the extremely high tensile yield strength of the fibers; and in most cases its elasticity returns the cement to its original shape, even though the compressive yield strength of the cement has been exceeded",,American Petroleum Institute
743,321276,,Corrosivity of Chrome-treated Sodium Lignosulfonate Packer-fluid Systems,B.G. Chesser(Milchem Inc.),,,,,,API-68-038,"Drilling and Production Practice, 1 January, New York, New York",1968,"Study of chrome-treated sodium lignosulfonate both in the laboratory and in the field has shown that this mud additive is not corrosive in practical packer-fluid environments but, in fact, induces certain corrosion-inhibiting properties to the packer mud. Steel coupons exposed to field lignosulfonate muds under simulated packer-fluid conditions consistently exhibit corrosion rates below 1 mpy. P-105 steel C rings exposed to lignosulfonate muds under a wide variance of stress, temperature, and time did not undergo stress-corrosion cracking even in the presence of soluble sulfides. To corroborate these results, inspection of several strings of P-grade tubing which had been in service with lignosulfonate packer muds showed no brittle failures. A film is formed on the steel in the presence of the lignosulfonate mud which shows it to be inhibitive against sulfide stress cracking. Environmental conditions and supplementary studies suggest that this film may be composed principally of magnetite (Fe304) which is considered to be protective on ferrous metals.INTRODUCTIONA fairly voluminous literature has been developed concerning the corrosivity of lignosulfonate muds. The pyrolysis products of lignosulfonate powders have been studied by DTA methods, the effect of hydrogen on stressed metals in acid has been demonstrated, and instances wherein corrosion has occurred when some lignosulfonate has been present in a packer fluid have been cited. Little data have been presented, however, of studies made to directly relate the effect of lignosulfonates in mud systems to this corrosion or embrittlement of tubular steel. The importance of the corrosion problem in drilling and packer fluids makes it imperative that direct cause-and-effect studies be made and that this problem be elevated from conjecture, inference, and supposition to that of established relationships and fact. It is the purpose of this paper to present data showing the effect of the lignosulfonate mud on steel tubular goods exposed under packer-fluid conditions.Lignosulfonates have been the primary mud-conditioning agents for the past 15 years; particularly in the deeper, higher-pressure wells where weighted drilling fluids are required. Thus it is not surprising that the lignosulfonate system became the principal type of packer fluid in these areas. This widespread use of lignosulfonate increased the odds that any tubular failures that might occur would happen in this system, regardless of the cause. The stress-corrosion questionaire of the API Study Committee on Tubular Goods1and the NACE T-1 D4 Task Group questionnaire2revealed that failures have occurred in lignosulfonate packer muds. Many of these failures were interpreted as sulfide stress cracking, primarily because a positive test for sulfide was obtained on the surface of the failed pipe. Since the lignosulfonate is a sulfur-bearing compound, it is naturally suspect as a source for these sulfides. Several methods are used to modify the lignosulfonate for use in drilling muds, including blending with other additives. The data compiled and covered in this paper specifically relate to the chrome-treated sodium lignosulfonate3and are not intended to include lignosulfonates prepared by other methods or other lignosulfonate compositions.",,American Petroleum Institute
744,321277,,Stability and Corrosivity of Packer Fluids,Jay P. Simpson(Baroid Divison National Lead Co.),,,,,,API-68-046,"Drilling and Production Practice, 1 January, New York, New York",1968,"For over 20 years the industry has been concerned with problems of gelation and suspension of solids in packer fluids. In recent years, considerable attention has been given to corrosion aspects. This paper discusses types of water-base packer fluids used in the past and difficulties encountered. It presents laboratory data comparing suspension agents for oil muds, and cites field examples of oil muds used successfully to suspend weighting material and protect against corrosion. Corrosion protection when using clear liquids as packer fluids is also discussed.DISCUSSIONWhat is required of a fluid to be left in the casing-tubing annulus of a well? This question has been given careful consideration from time to time over the past 20 years, yet is still a controversial matter. There are logical explanations why the packer-mud problem has in the past become acute, has appeared to be solved, then has reappeared in somewhat different form. To understand the situation, two things should be kept in mind: 1, Operations are simplified if the fluid used for drilling the well can be left as the packer fluid. 2, Performance of a packer fluid involves consideration of hydraulic properties (density, rheology, gelation), as well as corrosion characteristics.A brief review can illustrate how changes made to provide a better drilling fluid have sometimes created packer-fluid problems; how packer fluids designed for better hydraulic properties may have made corrosion problem more severe; and how packer fluids designed for corrosion protection have, at times, resulted in hydraulic problems.High-pH MudsDuring the 1940's, difficulties were being experienced in controlling flow properties of the weighted muds required for drilling abnormally pressured formations. A salt-water flow or severe cement contamination would thicken the mud excessively, cause stuck pipe and lost circulation, and result in the hole being lost. Development of the high-pH lime-treated mud gave much better tolerance for salt water, cement, and shale solids. This mud came into widespread use for drilling and was customarily left in the casing-tubing annulus upon completion. Although little attention was given corrosivity of mud at that time, the highly alkaline lime mud probably gave good corrosion protection.Unfortunately, experience soon showed that this type of mud gelled excessively or even solidified when exposed to down-hole formation temperatures for any significant period of time. Laboratory studies reported by Gray, Neznayko, and Gilkeson1revealed that free hydroxyl in the high-pH mud reacted with silica and silicates to form cementitious materials, resulting in gelation or solidification of the mud. In spite of years of research, no practical solution to this problem has yet been found.Raising the pH of a water-base mud that is to be left in a well can lessen the corrosivity. If there is excess alkali and ample clay concentration in the mud, however, the foregoing reactions will cause gelation and result in a time-consuming expensive operation when the well is worked over. If there is insufficient clay in the packer mud, settling of weighting material will necessitate washing over tubing and make workover operations expensive. If the concentration of alkali in mud is exceeded by that of acid formers (such as the thinners and filtration-control agents used in most drilling muds), the pH of the mud will eventually drop and the corrosion protection will be lost.",,American Petroleum Institute
